"","record","uuid","date","markers","status","D1","D2","H1","H2","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","testing","decLang","list","userAgent","dcua","session","source","url","HidQTest","QRACE","QRACEr5oe","S2","H3","H3A","R1","D103","H5","D109","D110","H4","T1","H1A","H5A","Z1","D111","D107","AGE2","EDU2","nweight","Q1","Q2","Q3","Q4","Q5","F1r1","F1r2","F1r3","F1r4","F1r5","F1r6","Q6","Q7r1","Q7r2","Q7r3","Q7r4","Q8","Q8r10oe","Q9","Q10","Q11r1","Q11r2","Q11r3","Q11r4","Q11r5","Q12","Q12X","Q13","Q14r1","Q14r2","Q14r3","Q14r4","Q14r5","Q14r6","Q14r7","Q14r8","Q15","Q16r1","Q16r2","Q16r3","Q16r4","Q16r5","Q16r6","Q16r7","Q16r8","Q17","Q17X","Q18r1","Q18r2","Q18r3","Q18r4","Q18r5","Q18r6","Q19","Q20r1","Q20r2","Q20r3","Q20r4","Q20r5","Q21r1","Q21r2","Q21r3","Q21r4","Q22","Q23","Q24r1","Q24r2","D101","conditionsmarker_Q18B","conditionsmarker_Q18A","PID"
"128",25,"cdsvr708468pft12","11/13/2018 14:33","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,60,3,4,1,617.71,4,"",2,"",5,6,"11/13/2018 14:23","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","7cr1jhspvzxu2zsr","","/survey/selfserve/53d/181153?state=87e78129f1fa6aa8389613c93367d2d54229695eQ0000MU800000445",3,1,"",34,5,3,1,3,2,3,4,1,4,7,2,"28327",4,3,3,2,0.25,2,2,2,1,2,1,4,4,3,4,1,1,1,1,2,2,1,"",2,3,1,1,2,1,2,2,NA,3,2,2,2,2,2,2,2,2,3,1,1,3,1,4,4,4,5,3,4,NA,2,1,2,2,2,3,2,2,2,1,2,2,1,2,2,4,5,3,2,3,1,0,"5612234f-735e-9fce-24b6-15395be1e097"
"129",216,"47sux5qw0p8gx27g","11/13/2018 15:57","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,58,3,4,1,927.06,14,"",10,"",3,2,"11/13/2018 15:41","","","114","Mozilla/5.0 (Linux; Android 7.1.1; SM-T377V Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Safari/537.36","ta","62ar3xrcxdeer5b5","","/survey/selfserve/53d/181153?state=8a8e48d4a73338730cdc74a785e6adf9fa306965Q0007K1L00000459",3,1,"",41,5,3,1,4,2,2,5,1,4,7,2,"29745",1,3,3,3,0.25,1,1,1,5,1,1,6,6,1,6,1,1,1,1,1,1,1,"",2,4,4,5,5,3,2,1,2,6,2,2,2,2,2,2,3,2,4,1,4,4,1,4,4,4,5,4,5,2,NA,2,1,2,2,4,5,1,1,5,2,1,1,1,1,4,4,5,5,9,0,1,"6aba8260-84a5-61fa-8d99-b4918cc591bc"
"130",487,"ga6hp1untrrmahp1","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,53,3,3,1,691.29,14,"",10,"",3,2,"11/13/2018 15:48","","","114","Mozilla/5.0 (Linux; Android 7.0; P008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Safari/537.36","ta","mts2wkzwbhzwtnut","","/survey/selfserve/53d/181153?state=a2e5dfb8175f9ff230b8e62acc8dbba06f7ba8e6Q000JHBL000002f5",3,1,"",41,5,3,1,4,2,2,4,1,4,7,2,"29003",4,3,3,3,0.25,2,2,2,2,3,1,1,1,1,2,1,1,2,2,3,2,1,"",1,4,3,4,4,3,4,1,2,2,2,1,3,2,2,2,3,3,4,3,2,3,2,1,3,3,2,2,1,2,NA,2,1,2,2,4,1,1,1,1,1,1,1,1,1,4,4,5,1,7,0,1,"e3ef18e4-d4e8-f3d0-d81d-2ec4b5ecc030"
"131",512,"41qcq7nkvxvyrnf9","11/13/2018 16:04","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,62,3,4,1,956.91,14,"",10,"",1,2,"11/13/2018 15:48","","","114","Mozilla/5.0 (Linux; Android 8.0.0; moto e5 cruise Build/OCP27.91-32) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36","sa","6qa77kc18djrfh5f","","/survey/selfserve/53d/181153?state=5c26718c8d4f2c23875941f4b21df86f7ca386ceQ000KOVJ0000043b",3,1,"",44,7,3,1,3,2,2,5,1,4,7,2,"78382",3,3,3,2,0.25,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,"",2,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,2,2,1,NA,1,1,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,10,0,1,"c5419413-9172-7c41-76ea-a26a1b9a41c2"
"132",883,"gurj5k06dkumvj4v","11/13/2018 16:07","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,55,3,4,1,662.27,14,"",10,"",1,2,"11/13/2018 15:56","","","114","Mozilla/5.0 (Linux; Android 8.0.0; moto g(6) play Build/OCPS27.91-62-7; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","3reurzab7q6phbay","","/survey/selfserve/53d/181153?state=4103535ef569c3c485cd400f9f5c513bb9bca052Q001RFI300000487",3,1,"",19,7,3,1,3,2,2,5,1,4,7,2,"70767",3,3,3,2,0.25,1,3,4,2,3,1,6,4,6,6,1,1,1,1,1,1,1,"",1,4,2,2,3,2,4,2,NA,3,2,2,2,2,2,2,2,2,4,1,1,5,5,5,5,5,2,2,2,2,NA,1,2,2,1,4,1,1,1,1,1,1,1,1,1,4,5,5,5,9,0,1,"c6ce5ecc-7921-af50-f935-68e52a23621a"
"133",496,"u60h9jp5apqg4mb0","11/13/2018 16:08","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,54,3,4,1,1198.44,12,"",11,"",1,1,"11/13/2018 15:48","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1","si","68bb5mz44s7sszhv","","/survey/selfserve/53d/181153?state=0328d366eadfa60936c4cdc1ae994cb61cc979a2Q000K7GD0000043e",3,1,"",25,6,3,1,5,2,2,5,1,4,7,2,"39095",5,3,3,3,0.25,1,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,"",1,4,1,1,1,1,2,1,3,3,2,2,2,2,2,2,2,2,4,1,1,3,1,1,2,2,1,2,2,1,NA,1,2,1,1,4,1,3,1,1,1,1,1,1,1,4,3,5,1,4,0,1,"80069c2f-7774-746c-31d6-aa2d4f60e7fd"
"134",1203,"s5hvbaab8cue7ek2","11/13/2018 17:12","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,60,3,4,1,1212.4,14,"",10,"",1,2,"11/13/2018 16:52","","","114","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-J120AZ Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36","sa","cs6pctctpeb7sht9","","/survey/selfserve/53d/181153?state=92086b60f90f245ba78d9c3327919d6763c54964Q0034D1E00000341",3,1,"",44,7,3,1,4,2,3,4,1,4,7,2,"78654",3,3,3,3,0.25,3,3,3,3,3,2,2,3,6,6,3,3,3,2,3,3,11,"",3,3,1,1,2,1,2,1,1,3,4,3,4,4,4,4,4,4,3,2,1,5,5,2,5,5,2,2,2,NA,1,2,1,2,1,5,2,2,2,2,2,2,2,2,2,3,2,5,5,2,1,0,"42111727-857b-3b29-1bde-213a425253f2"
"135",206,"u5hpk15pqeb87gq8","11/13/2018 15:50","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/fTc5",3,2,32,1,2,1,535.31,14,"",10,"",1,2,"11/13/2018 15:41","","","114","Mozilla/5.0 (Linux; Android 7.1.1; N9560) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","gze6qmxcm1bwvkmt","","/survey/selfserve/53d/181153?state=27f70a3abd9dc7fb2bce0737700b0ba1503f7bc0Q0006Z5C0000048c",3,2,"",23,3,2,1,7,3,2,2,2,4,5,2,"48421",2,1,2,4,0.26,5,4,5,2,2,2,1,2,5,3,4,4,3,4,4,4,7,"",2,3,3,2,1,2,1,1,2,3,2,2,2,3,2,1,2,3,1,4,3,2,2,4,1,2,2,1,1,NA,2,2,1,2,1,1,3,3,3,2,2,1,3,4,1,2,3,3,3,2,1,0,"25a94d26-6397-af0e-9edf-7b827f88b7f4"
"136",518,"qbpe99sm7d97fmz7","11/13/2018 15:56","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,24,1,2,1,491.66,4,"",2,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","wnukvvj6y300jtfb","","/survey/selfserve/53d/181153?state=17a4dca83f53704225925636285f3b64ad960418Q000KUEO00000437",3,1,"",48,9,4,1,6,3,4,1,2,4,5,3,"98116",1,2,1,4,0.26,5,3,2,2,3,4,3,2,4,2,4,4,4,4,4,4,11,"",4,2,1,1,1,1,1,1,3,3,1,3,1,1,1,1,4,1,4,4,1,1,4,1,1,1,1,1,1,1,NA,1,1,1,1,1,3,4,4,5,4,4,4,4,4,1,1,1,4,1,0,1,"e2a72fb2-bb00-c796-904b-198c826b5262"
"137",438,"472vnd63ezg4rjd2","11/13/2018 15:58","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,33,1,2,1,648.94,4,"",2,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","enhtvwwfwgq1up5c","","/survey/selfserve/53d/181153?state=3b91cb6fa47febcd0d7363fed27cc622cbfe0c92Q000I9LP0000043b",3,1,"",32,8,4,1,6,3,5,1,2,4,5,4,"87582",2,3,2,4,0.26,5,3,2,4,3,4,4,3,4,3,4,4,4,4,4,4,2,"",4,3,1,1,1,3,1,1,1,2,1,1,1,1,4,1,3,3,3,4,3,5,3,2,3,2,2,1,1,1,NA,2,1,1,1,2,3,3,5,3,3,3,3,3,3,1,2,1,4,3,0,1,"91c19d34-f2fc-7649-f6cd-abea0019e6e4"
"138",701,"t4rs79e1v5jr2uhx","11/13/2018 16:01","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,57,3,4,1,608.83,12,"",13,"",3,1,"11/13/2018 15:51","","","114","Mozilla/5.0 (iPad; CPU OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404","ti","sn4t2z1j9n1t9088","","/survey/selfserve/53d/181153?state=2c4a5962df1d3a92374d0950dce896207afc00dfQ000YPOB00000437",3,1,"",39,2,1,1,3,2,1,5,1,4,7,1,"17602",5,1,3,2,0.26,3,2,3,2,2,1,2,4,5,2,1,1,1,1,1,1,1,"",1,4,1,1,1,1,5,1,2,3,2,2,2,2,2,2,2,2,4,1,5,1,1,1,5,1,1,2,2,NA,1,1,1,2,1,4,1,5,1,1,1,1,1,1,1,4,5,5,5,2,1,0,"19a43fe7-348a-d067-931e-098f9182e436"
"139",372,"725ytdgyysv6y1pt","11/13/2018 15:51","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,25,1,2,1,264.76,5,"",10,"",5,6,"11/13/2018 15:47","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","7qfutux48wadb766","","/survey/selfserve/53d/181153?state=f7f886d21919e5ee23fd87187a5e424482f9517bQ000FSHA0000042b",3,1,"",5,9,4,1,3,2,3,5,1,4,1,2,"93706",4,3,1,2,0.27,1,2,2,2,3,2,1,3,2,3,1,1,1,2,1,2,1,"",1,4,4,4,4,4,4,1,1,3,3,2,1,2,2,1,2,2,2,1,2,2,2,2,1,3,1,3,2,1,NA,1,1,2,1,4,2,2,2,3,3,2,3,2,3,4,5,4,1,1,0,1,"fa931968-5f8d-fc7c-a491-2fb86e8c97b8"
"140",352,"b21602h2hzw0at36","11/13/2018 15:51","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,50,3,3,1,308.49,5,"",10,"",5,6,"11/13/2018 15:47","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","5s5mjv4jefm8uedy","","/survey/selfserve/53d/181153?state=9ca54aa667b073f6db0d4031513f63d5560ed480Q000F2FQ0000042e",3,1,"",39,2,1,1,3,2,12,6,4,4,7,7,"17044",3,3,3,2,0.27,3,3,3,3,4,1,6,6,6,6,1,2,3,3,3,3,1,"",3,3,5,5,5,5,5,1,3,6,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,NA,1,1,1,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,0,"876ad987-c9bf-3c1b-5d7e-ef416f59dd53"
"141",1039,"bd89f3rt4q9wu11u","11/13/2018 16:17","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,55,3,4,1,530.31,4,"",2,"",5,6,"11/13/2018 16:08","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","0kx9k9ujne4y16ec","","/survey/selfserve/53d/181153?state=852a676569b4cba013e9028418a31f482d6abf8eQ002J3OD0000040e",3,1,"",34,5,3,1,4,2,1,4,1,4,3,1,"27606",4,2,3,3,0.27,2,3,3,2,3,2,2,6,2,6,2,2,2,2,2,2,11,"",2,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,3,1,1,4,1,4,4,4,4,2,2,1,NA,1,1,2,2,3,1,1,1,1,1,1,1,1,1,4,4,4,1,6,0,1,"9f0ec4f7-e847-929d-3a0e-f22589927c2d"
"142",1101,"ndu231xvm695sp9x","11/13/2018 16:59","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,39,2,3,1,2065.58,4,"",10,"",5,6,"11/13/2018 16:21","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","54xu9zu2necua70v","","/survey/selfserve/53d/181153?state=730c455e29e07b110bbd0eda70a364819b9644a9Q002U0280000042d",3,1,"",18,6,3,1,7,3,3,3,3,4,2,2,"42303",4,2,2,4,0.27,2,5,4,1,3,1,1,4,2,3,2,2,1,2,2,2,1,"",3,4,3,1,2,1,1,2,NA,4,4,1,2,2,2,2,3,2,4,1,2,3,2,1,3,1,1,3,3,2,NA,2,1,2,1,5,2,3,2,1,3,2,2,1,1,5,3,5,5,1,0,1,"909810d0-40b3-2da4-ac29-26b3808d970a"
"143",1076,"65fze33u2pfbqjmn","11/14/2018 00:15","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/fTc5",3,1,25,1,2,1,28793.32,14,"",10,"",1,2,"11/13/2018 16:16","","","114","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-S327VL Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36","sa","dcvden9v87yyhkt4","","/survey/selfserve/53d/181153?state=034dcc1660073e0d60556e8d653632b4e8a298b6Q002Q19R00000351",3,2,"",17,4,2,1,4,2,1,6,4,4,1,1,"67530",3,2,1,3,0.27,3,2,3,3,4,6,6,6,6,6,4,4,2,2,2,3,7,"",4,3,2,3,2,2,3,1,3,3,4,4,4,4,4,4,4,4,2,3,3,3,3,3,2,2,3,3,5,2,NA,2,1,1,1,6,5,5,5,5,5,5,5,5,5,5,3,3,3,4,0,1,"3a1b1d09-2e9c-2b2a-2ff0-2b30957636d9"
"144",335,"2gwpp6tag02qy6ep","11/13/2018 15:56","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,41,2,3,1,546.75,4,"",10,"",5,6,"11/13/2018 15:47","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","cvavfdpbkqyr4bwa","","/survey/selfserve/53d/181153?state=957dac77fc6562500b200e643fa95cc5f8c7ca7fQ000EOO400000403",3,1,"",18,6,3,1,8,3,5,4,1,4,2,4,"41722",4,3,2,4,0.28,5,3,2,1,2,3,2,4,3,4,3,3,2,4,4,4,1,"",3,4,1,1,4,4,1,2,NA,2,1,1,1,1,1,1,1,1,4,4,1,4,2,1,1,2,2,4,4,2,NA,2,1,2,1,5,4,3,3,3,2,4,3,4,1,3,1,3,2,1,0,1,"1ef8c1b5-08c8-2447-cf4c-f7d31edf9966"
"145",851,"ekjxvq6syxg9dbue","11/13/2018 16:07","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,74,4,5,1,759.04,12,"",11,"",1,1,"11/13/2018 15:55","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","si","48n5gm40y7pfbm9x","","/survey/selfserve/53d/181153?state=a1aa4e29d28a29ebc4705688d00cb2bba31b5dd0Q001GJC80000044f",3,1,"",34,5,3,1,6,3,12,5,1,4,4,7,"27856",3,3,4,4,0.28,1,2,4,1,1,1,1,4,1,6,1,1,1,1,1,1,1,"",1,4,1,1,1,1,1,2,NA,3,2,2,2,2,2,2,2,2,4,1,1,4,1,4,4,4,2,4,3,NA,1,1,1,1,2,4,1,4,1,1,1,1,1,1,1,4,4,4,3,7,1,0,"32aaeec6-fb28-1e28-9d3f-d88150182b17"
"146",1005,"1epgs3n3z32hfqfk","11/13/2018 16:22","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,69,4,4,1,1043.5,14,"",10,"",1,2,"11/13/2018 16:05","","","114","Mozilla/5.0 (Linux; Android 7.0; LGMP450 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","u5tp60938f7hytnq","","/survey/selfserve/53d/181153?state=132b087be0c3ed9e7286489fe6d3022ebae8f16dQ002G1LL00000496",3,1,"",10,5,3,1,3,2,1,5,1,4,4,1,"33981",3,1,4,2,0.28,3,4,2,2,2,1,5,6,5,5,1,1,1,1,1,1,1,"",2,3,1,1,2,1,4,1,1,2,2,2,2,2,2,2,2,4,2,1,1,4,1,4,4,4,2,1,1,NA,1,1,1,2,1,4,2,1,1,2,5,2,2,2,3,4,2,4,1,7,1,0,"cff860e6-7205-f073-cf1f-56d3ee96a636"
"147",1118,"ur5nf8w7fw9mveyp","11/13/2018 16:32","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,38,2,3,1,418.57,12,"",11,"",1,1,"11/13/2018 16:26","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1","si","4gvjg4vrdsjc3a1x","","/survey/selfserve/53d/181153?state=1487e8c427f86841174c63f1641db1cc48fe4aabQ002W0SQ00000460",3,1,"",1,6,3,1,6,3,5,4,1,4,2,4,"35124",4,1,2,4,0.28,1,2,2,2,2,2,2,4,6,2,1,1,1,1,1,1,1,"",1,4,2,4,5,1,3,2,NA,2,1,1,1,1,1,1,1,1,4,1,1,5,1,5,1,1,4,4,4,2,NA,2,2,2,2,1,1,5,1,1,1,1,1,1,1,4,5,4,1,1,0,1,"ded019e9-7f36-190e-e410-2ffbb5056b32"
"148",1178,"62s5ew6z43f954fs","11/13/2018 16:52","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,38,2,3,1,579.24,12,"",13,"",1,1,"11/13/2018 16:42","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92","si","ykcj0tw3nnkjxjrk","","/survey/selfserve/53d/181153?state=c08a003a6e032f2fac7862d4674f7e7f48c233b2Q003208S00000482",3,1,"",11,5,3,1,6,3,5,5,1,4,2,4,"30028",5,1,2,4,0.28,1,2,3,1,1,1,3,4,2,4,1,1,1,1,1,2,1,"",2,4,5,4,4,4,4,2,NA,1,4,4,4,4,4,4,4,4,2,1,1,4,1,4,4,3,5,4,4,NA,2,1,2,2,2,4,1,1,1,1,1,2,1,1,1,4,4,4,2,1,1,0,"f89896f4-a079-cbf2-920d-a0b37226b521"
"149",111,"u2brvhdxa1bygvj6","11/13/2018 15:42","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,33,1,2,1,362.68,12,"",13,"",1,1,"11/13/2018 15:36","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92","si","4jcdy6gqufxgs9v1","","/survey/selfserve/53d/181153?state=4feaece95fe715f235cd379b95ff02878b17d632Q0003EXM00000437",3,1,"",39,2,1,1,6,3,4,5,1,4,1,3,"15132",5,1,2,4,0.29,1,1,2,2,1,1,1,3,1,1,1,2,1,2,1,2,1,"",2,1,1,1,1,1,2,1,3,2,2,1,2,2,1,2,2,2,4,1,2,1,1,2,1,2,1,1,1,NA,1,2,1,1,1,4,3,2,4,3,4,1,2,1,1,4,1,1,4,1,1,0,"5c71c7d7-c28c-d9bd-462e-f15ac48ed107"
"150",217,"41ze3f0jr92wzsjg","11/13/2018 15:51","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,64,3,4,1,585.08,4,"",10,"",5,6,"11/13/2018 15:42","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","..","j2pcfh8e3w6gygvw","","/survey/selfserve/53d/181153?state=828719f9283ae4eaff41f51a1a943c3477fe03c7Q0007XJH00000439",3,1,"",10,5,3,1,5,2,2,1,2,4,7,2,"33936",2,1,3,3,0.29,5,3,2,2,3,4,4,2,4,2,4,4,3,4,4,4,4,"",1,2,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,4,4,2,5,3,1,1,1,1,1,1,NA,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,7,1,0,"d835c039-1019-236c-02c0-f61e290408ec"
"151",563,"1cmfw1j4hxs5bfsd","11/13/2018 15:57","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,61,3,4,1,484.61,4,"",2,"",5,6,"11/13/2018 15:49","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763","..","9h7zts81tfqwh4a0","","/survey/selfserve/53d/181153?state=7ce0a2a21e8bee9a500db267dfe991f5110874adQ000O10V00000452",3,1,"",44,7,3,1,4,2,3,1,2,4,7,2,"77449",1,1,3,3,0.29,5,2,2,5,2,3,3,1,4,1,4,4,2,4,4,4,3,"",4,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,2,2,3,1,1,1,1,1,1,1,NA,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,5,5,7,0,1,"6ca4d4f2-2ccf-3df9-930b-e28ffbdcfd20"
"152",740,"3yaj1169x3cg648y","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,58,3,4,1,619.11,14,"",10,"",1,2,"11/13/2018 15:52","","","114","Mozilla/5.0 (Linux; Android 7.1.1; Moto E (4) Build/NCQS26.69-64-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36","sa","99kfsj3p8qrdz565","","/survey/selfserve/53d/181153?state=40d143a751e75f441181c758c72577580d14cd03Q001484I00000475",3,1,"",10,5,3,1,5,2,3,1,2,4,7,2,"33781",3,2,3,3,0.29,4,3,4,3,3,3,5,5,5,5,4,4,4,4,4,4,7,"",4,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,4,1,4,2,3,3,3,2,1,1,NA,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,1,2,1,4,6,1,0,"6209e3a1-86b8-0e25-3e58-d522e4b64d71"
"153",1251,"y3qucbjqhp3wt2va","11/13/2018 17:16","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,52,3,3,1,1096.19,4,"",10,"",5,6,"11/13/2018 16:58","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","hs3nzhrjqd3tj2y8","","/survey/selfserve/53d/181153?state=47b015435df18235bb79534b17d7dd4a7bea1651Q00376YG00000478",3,1,"",37,7,3,1,4,2,3,1,2,4,7,2,"73018",5,2,3,3,0.29,5,2,2,2,2,4,4,2,4,2,4,4,4,4,4,4,5,"",4,4,1,1,4,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,4,2,4,1,1,1,1,1,4,NA,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,6,1,0,"3cd232ff-2ad6-044c-d806-04f9e3e5bf23"
